"","X","ID","SURVEY1w7","PARENTw7","BRT1Aw7","BRT2Aw7","BRT2Bw7","ARA2Aw7","ARA2Bw7","HOUSEw7","HAK2Aw7","HAK2Bw7","JOB1Aw7","JOB1Bw7","JOB4Aw7","JOB4Bw7","INCOMEw7","INCOME1w7","PAR2w7","PHY1Aw7","PHY1Bw7","PHY3Aw7","PSY1A06w7","PSY1A07w7","PSY1B01w7","PSY1B02w7","PSY1B03w7","PSY1B04w7","PSY1B05w7","PSY1B06w7","PSY1D01w7","PSY1D02w7","PSY1D03w7","PSY1D04w7","PSY1D05w7","PSY1E01w7","PSY1E02w7","PSY1E03w7","PSY1E04w7","PSY1E05w7","PSY1E06w7","PSY1E07w7","PSY1E08w7","PSY1E09w7","PSY1E10w7","PSY2A01w7","PSY2A02w7","PSY2A03w7","PSY2A04w7","PSY2A05w7","PSY2A06w7","PSY2A07w7","PSY2A08w7","PSY2A09w7","PSY2A10w7","PSY3B01w7","PSY3B02w7","PSY3B03w7","FAM1Aw7","FAM1Bw7","FAM1Cw7","FAM1Dw7","FAM3A04w7","FAM3B01w7","FAM3B02w7","FAM3B03w7","FAM3B04w7","abuse_sum"
"1266",1520,109528,"조사성공","어머니",2003,1967,1974,"충청북도",3211,"아파트","고졸","고졸","일을 하고 있다","일을 하고 있다","단순노무종사자","서비스종사자",4000,"보통(중간) 수준","만족하지 못하는 편이다",160,57,"매우 건강하다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","그런 편이다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,1,1,6
"1267",1521,109529,"조사성공","어머니",2003,1975,1977,"충청북도",3211,"아파트","대졸","전문대 졸","일을 하고 있다","일을 하고 있다","사무종사자","전문가 및 관련종사자",5000,"잘 사는 편","만족하는 편이다",157,55,"건강한 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",3,1,1,1,6
"1268",1522,109530,"조사성공","어머니",2003,1971,1971,"충청북도",3211,"아파트","전문대 졸","고졸","일을 하고 있다","일을 하고 있지 않다","판매종사자",NA,6000,"보통(중간) 수준","만족하는 편이다",169,62,"매우 건강하다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","전혀 그렇지 않다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","없다","매우 그렇다",1,1,1,1,4
"1269",1523,109532,"조사성공","어머니",2003,1963,1967,"대전광역시",2401,"아파트","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있지 않다","사무종사자",NA,5000,"보통(중간) 수준","만족하는 편이다",157,38,"매우 건강하다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",2,1,1,1,5
"1270",1524,109533,"조사성공","어머니",2004,1965,1967,"충청북도",3211,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있다","판매종사자","전문가 및 관련종사자",6500,"약간 못 사는 편","만족하는 편이다",160,49,"건강한 편이다","매우 그렇다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그렇지 않은 편이다",2,3,2,3,10
"1271",1525,109534,"조사성공","어머니",2003,1973,1978,"세종특별자치시",2600,"아파트","대졸","대졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,4000,"잘 사는 편","만족하는 편이다",154,40,"매우 건강하다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","그런 편이다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",1,1,1,1,4
"1272",1526,109601,"조사성공","어머니",2003,1970,1976,"충청북도",3207,"아파트","대학원 졸","전문대 졸","일을 하고 있다","일을 하고 있다","사무종사자","전문가 및 관련종사자",6000,"잘 사는 편","만족하는 편이다",158,47,"매우 건강하다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","그런 편이다","그런 편이다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","없다","매우 그렇다",2,1,1,1,5
"1273",1527,109602,"조사성공","어머니",2003,NA,1969,"충청북도",3207,"아파트","대졸","고졸","일을 하고 있다","일을 하고 있다","전문가 및 관련종사자","서비스종사자",4000,"보통(중간) 수준","만족하는 편이다",146,39,"건강하지 못한 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","부모(아버지와 어머니)+자녀","친어머니+새아버지","다문화 가정이 아니다","없다","그런 편이다",2,1,1,1,5
"1274",1528,109603,"조사성공","어머니",2003,1973,1975,"충청북도",3207,"단독 주택","전문대 졸","전문대 졸","일을 하고 있다","일을 하고 있지 않다","관리자",NA,4000,"보통(중간) 수준","매우 만족한다",163,56,"건강한 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그런 편이다","그런 편이다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","(한)조부모+부모+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",2,2,2,3,9
"1275",1529,109604,"조사성공","어머니",2003,1973,1977,"충청북도",3207,"단독 주택","전문대 졸","고졸","일을 하고 있다","일을 하고 있지 않다","서비스종사자",NA,4000,"보통(중간) 수준","만족하는 편이다",153,37,"매우 건강하다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","전혀 그렇지 않다","그런 편이다","매우 그렇다","그렇지 않은 편이다","전혀 그렇지 않다","매우 그렇다","그렇지 않은 편이다","전혀 그렇지 않다","그런 편이다","그런 편이다","그런 편이다","그런 편이다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","그런 편이다",2,1,1,1,5
"1276",1530,109605,"조사성공","어머니",2003,1968,1976,"충청북도",3207,"아파트","대학원 졸","대졸","일을 하고 있다","일을 하고 있지 않다","전문가 및 관련종사자",NA,8000,"잘 사는 편","매우 만족한다",161,70,"매우 건강하다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","그런 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","그렇지 않은 편이다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","전혀 그렇지 않다","매우 그렇다","매우 그렇다","매우 그렇다","매우 그렇다","부모(아버지와 어머니)+자녀","친아버지+친어머니","다문화 가정이 아니다","있다","매우 그렇다",2,2,1,1,6
